Work ID,File Name,Work Agent,Work Title,Work Type,Work Material,Work Description,Work Measurements,Work Date,Work Location,GPSLatitude,GPSLongitude,Image Relation,Image Title,Image Work Type,Work Location Creation,Work Cultural Context,Work Style Period,Work Location Site,Collection,Image Rights,Image Source,Image URL,Title,Creator,Subject,Description,Publisher,Contributor,Coverage,Date,Type,Format,Copyright Notice,Source,Language,Relation,Identifier
1654,AR-MA-Bruzzone-Agentes-CIA-018-Taller-Que-hacer-con-los-billetes-de-2-pesos-1654-00.jpg,Agentes CIA 018 (Buenos Aires artist collective),Taller Qué hacer con los billetes de 2 pesos,obra de arte [300133025],papel moneda; lápiz de color [300022441],"Dibujos, frases y roturas en cinco billetes de dos pesos que dejaron de circular",6.5 cm x 15 cm,2018 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1654",-34599,-58380,"[imageOf 1654, RAC Database]",Taller Qué hacer con los billetes de 2 pesos,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Agentes-CIA-018-Taller-Que-hacer-con-los-billetes-de-2-pesos-1654-00.jpg,Title-dc,Creator-dc,Subject-dc,Description-dc,Publisher-dc,Contributor-dc,Coverage-dc,1900,Type-dc,Format-dc,Copyright Notice-dc,Source-dc,Language-dc,Relation-dc,Identifier-dc
2014,AR-MA-Bruzzone-Agesta-Antonella-Je-suis-la-2014-00.jpg,"Agesta, Antonella",Je suis lá,pintura al óleo (obra visual) [300033799],Imprimación industrial. Bastidor de madera con travesaño sin cuñas; Tela,Una mujer parada de costado con casa de fondo,90 cm x 60 cm,2020 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 2014",-34599,-58380,"[imageOf 2014, RAC Database]",Je suis lá,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Agesta-Antonella-Je-suis-la-2014-00.jpg,,,,,,,,,,,,,,,
1956,AR-MA-Bruzzone-Agesta-Antonella-ST-Dos-pinturas-1956-00.jpg,"Agesta, Antonella",Sin título. Dos pinturas,acuarela (obra visual) [300078925],acuarela (obra pintada) [300404216],Dos pinturas sobre un fondo rojo con hojas,23 cm x 15 cm,2020 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1956",-34599,-58380,"[imageOf 1956, RAC Database]",Sin título. Dos pinturas,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Agesta-Antonella-ST-Dos-pinturas-1956-00.jpg,,,,,,,,,,,,,,,
1955,AR-MA-Bruzzone-Agesta-Antonella-ST-Flor-1955-00.jpg,"Agesta, Antonella",Sin título. Flor,acuarela (obra visual) [300078925],acuarela (pintura) [300015045]; papel (producto de fibra) [300014109],Una flor con arabescos,23 cm x 15 cm,2020 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1955",-34599,-58380,"[imageOf 1955, RAC Database]",Sin título. Flor,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Agesta-Antonella-ST-Flor-1955-00.jpg,,,,,,,,,,,,,,,
1957,AR-MA-Bruzzone-Agesta-Antonella-ST-Jarron-1957-00.jpg,"Agesta, Antonella",Sin título. Jarrón,acuarela (obra visual) [300078925],,Un jarrón sobre una mesa con fondo cuadriculado,23 cm x 15 cm,2020 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1957",-34599,-58380,"[imageOf 1957, RAC Database]",Sin título. Jarrón,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Agesta-Antonella-ST-Jarron-1957-00.jpg,,,,,,,,,,,,,,,
1989,AR-MA-Bruzzone-Aguirre-Talamona-Maria-Virginia-Bayavaga-1320-Vat-1989-00.jpg,"Aguirre Talamona, María Virginia (Bayavaga)",1320 Vat,acuarela (obra visual) [300078925],técnica mixta (material artístico) [300163347]; lápiz de grafito [300022443]; acuarela [300015045]; papel de dibujo [300014157],Abstracto,19 cm x 15 cm,2007 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1989",-34599,-58380,"[imageOf 1989, RAC Database]",1320 Vat,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aguirre-Talamona-Maria-Virginia-Bayavaga-1320-Vat-1989-00.jpg,,,,,,,,,,,,,,,
573,AR-MA-Bruzzone-Aira-Huevos-de-colores-0573-00.jpg,"Aira, César",Sin título – Globos de colores,pintura al óleo (obra visual) [300033799],pintura al óleo (material) [300015050]; acrílico (pintura) [300015058]; panel sandwich [300257719],Abstracto. Globos de colores en un cuadriculado,40 cm x 30 cm,1995 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 573",-34599,-58380,"[imageOf 573, RAC Database]",Sin título – Globos de colores,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aira-Huevos-de-colores-0573-00.jpg,,,,,,,,,,,,,,,
720,AR-MA-Bruzzone-Aisenberg-Busco-0720-00.jpg,"Aisenberg, Diana",Busco,collage (obra visual) [300033963],collage (técnica) [300138699]; papel (producto de fibra) [300014109],Mediante la palabra “Busco” se interactúa con diversas palabras invitando a la gente a participar de la obra,86 cm x 60 cm,2002- ca 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 720",-34599,-58380,"[imageOf 720, RAC Database]",Busco,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Busco-0720-00.jpg,,,,,,,,,,,,,,,
722,AR-MA-Bruzzone-Aisenberg-Busco-Busco-0722-00.jpg,"Aisenberg, Diana",Busco Busco,collage (obra visual) [300033963],collage (técnica) [300138699]; cartulina [300014228],Mediante la palabra “Busco” se invita a la gente a participar de la obra,33 cm x 30 cm,2002- ca 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 722",-34599,-58380,"[imageOf 722, RAC Database]",Busco Busco,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Busco-Busco-0722-00.jpg,,,,,,,,,,,,,,,
721,AR-MA-Bruzzone-Aisenberg-Busco-Camino-0721-00.jpg,"Aisenberg, Diana",Busco Camino,impresión de chorro de tinta [300235748],tinta [300015012]; papel (producto de fibra) [300014109],Mediante la palabra “Busco Camino” se interactúa con diversas palabras invitando a la gente a participar de la obra,55 cm x 73.5 cm,2007 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 721",-34599,-58380,"[imageOf 721, RAC Database]",Busco Camino,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Busco-Camino-0721-00.jpg,,,,,,,,,,,,,,,
1063,AR-MA-Bruzzone-Aisenberg-Colgante-I-1063-00.jpg,"Aisenberg, Diana",Colgante I,colgante [300046002],colgante [300046002],Pieza decorativa,211 cm de largo,2013 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1063",-34599,-58380,"[imageOf 1063, RAC Database]",Colgante I,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Colgante-I-1063-00.jpg,,,,,,,,,,,,,,,
1064,AR-MA-Bruzzone-Aisenberg-Colgante-II-1064-00.jpg,"Aisenberg, Diana",Colgante II,colgante [300046002],colgante [300046002],Pieza decorativa,215 cm de largo,2013 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1064",-34599,-58380,"[imageOf 1064, RAC Database]",Colgante II,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Colgante-II-1064-00.jpg,,,,,,,,,,,,,,,
1065,AR-MA-Bruzzone-Aisenberg-Colgante-III-1065-00.jpg,"Aisenberg, Diana",Colgante III,colgante [300046002],colgante [300046002],Pieza decorativa,214 cm de largo,2013 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1065",-34599,-58380,"[imageOf 1065, RAC Database]",Colgante III,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Colgante-III-1065-00.jpg,,,,,,,,,,,,,,,
1066,AR-MA-Bruzzone-Aisenberg-Colgante-IV-1066-00.jpg,"Aisenberg, Diana",Colgante IV,colgante [300046002],colgante [300046002],Pieza decorativa,215 cm de largo,2013 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1066",-34599,-58380,"[imageOf 1066, RAC Database]",Colgante IV,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Colgante-IV-1066-00.jpg,,,,,,,,,,,,,,,
1067,AR-MA-Bruzzone-Aisenberg-Colgante-V-1067-00.jpg,"Aisenberg, Diana",Colgante V,colgante [300046002],colgante [300046002],Pieza decorativa,222 cm (length),2013 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1067",-34599,-58380,"[imageOf 1067, RAC Database]",Colgante V,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Colgante-V-1067-00.jpg,,,,,,,,,,,,,,,
1053,AR-MA-Bruzzone-Aisenberg-Gallina-cacareando-1053-00.jpg,"Aisenberg, Diana",Sin título - Gallina cacareando,pintura al óleo (obra visual) [300033799],Oleo sobre tela | pintura al óleo material) [300015050]; lienzo (material) [300014078],Gallina cacareando parada,9 cm x 12 cm,2007 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1053",-34599,-58380,"[imageOf 1053, RAC Database]",Sin título - Gallina cacareando,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Gallina-cacareando-1053-00.jpg,,,,,,,,,,,,,,,
1054,AR-MA-Bruzzone-Aisenberg-Gallina-comiendo-1054-00.jpg,"Aisenberg, Diana",Sin título - Gallina comiendo,pintura al óleo (obra visual) [300033799],Oleo sobre tela | pintura al óleo material) [300015050]; lienzo (material) [300014078],Gallina comiendo de un comedero,9 cm x 12 cm,2007 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1054",-34599,-58380,"[imageOf 1054, RAC Database]",Sin título - Gallina comiendo,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Gallina-comiendo-1054-00.jpg,,,,,,,,,,,,,,,
198,AR-MA-Bruzzone-Aisenberg-Gallinas-y-patos-0198-00.jpg,"Aisenberg, Diana",Sin título. Gallinas y patos,técnica mixta (técnicas de pintura por medium) [300179099],técnica mixta (material artístico) [300163347]; madera contrachapada [300012849],"Gallinas, patos, pichones, huevos, una vaca y pelotas de rugby, sobre cuadrados de diferentes colores",30.5 cm x 30.5 cm,1995 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 198",-34599,-58380,"[imageOf 198, RAC Database]",Sin título. Gallinas y patos,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Gallinas-y-patos-0198-00.jpg,,,,,,,,,,,,,,,
558,AR-MA-Bruzzone-Aisenberg-Juego-de-te-0558-00.jpg,"Aisenberg, Diana",Juego de té,,Cerámica decorada,Juego de té,28 cm x 28 cm x 14 cm,2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 558",-34599,-58380,"[imageOf 558, RAC Database]",Juego de té,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Juego-de-te-0558-00.jpg,,,,,,,,,,,,,,,
133,AR-MA-Bruzzone-Aisenberg-Maria-del-Mar-0133-00.jpg,"Aisenberg, Diana",María del Mar,,Mixta sobre tela. Pintura y collage,Gallina y tres pingüinos,35.5 cm x 50 cm,1995 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 133",-34599,-58380,"[imageOf 133, RAC Database]",María del Mar,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Maria-del-Mar-0133-00.jpg,,,,,,,,,,,,,,,
1061,AR-MA-Bruzzone-Aisenberg-Maria-Teodora-Maria-Agustina-1061-00.jpg,"Aisenberg, Diana",María Teodora María Agustina,,Mixta. Fibra y pastel graso sobre papel,Una gallina parada y otra con el cuello encorvado hacia abajo; nombres de las mismas a la derecha de cada una,21 cm x 13.5 cm,1993 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1061",-34599,-58380,"[imageOf 1061, RAC Database]",María Teodora María Agustina,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Maria-Teodora-Maria-Agustina-1061-00.jpg,,,,,,,,,,,,,,,
1058,AR-MA-Bruzzone-Aisenberg-Mucho-Amor-1058-00.jpg,"Aisenberg, Diana",Mucho Amor,,Mixta. Tinta y pintura sobre papel,"Una señora con el nombre Emily a la altura del pecho, rodeada de círculos",36 cm x 45 cm,2014 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1058",-34599,-58380,"[imageOf 1058, RAC Database]",Mucho Amor,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Mucho-Amor-1058-00.jpg,,,,,,,,,,,,,,,
355,AR-MA-Bruzzone-Aisenberg-Muneca-0355-00.jpg,"Aisenberg, Diana",Sin título. Muñeca,,Impreso sobre papel,Dibujo de muñeca de trapo y piolín,20 cm x 28 cm,2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 355",-34599,-58380,"[imageOf 355, RAC Database]",Sin título. Muñeca,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Muneca-0355-00.jpg,,,,,,,,,,,,,,,
356,AR-MA-Bruzzone-Aisenberg-Nina-con-conejo-0356-00.jpg,"Aisenberg, Diana",Sin título. Niña con conejo,,Dibujo sobre papel,Niña con vestido a lunares y un conejo en brazos,16 cm x 22.5 cm,2005 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 356",-34599,-58380,"[imageOf 356, RAC Database]",Sin título. Niña con conejo,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Nina-con-conejo-0356-00.jpg,,,,,,,,,,,,,,,
1052,AR-MA-Bruzzone-Aisenberg-Pato-comiendo-1052-00.jpg,"Aisenberg, Diana",Sin título - Pato comiendo,,Oleo sobre tela,Pato comiendo de un comedero,9 cm x 12 cm,2007 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1052",-34599,-58380,"[imageOf 1052, RAC Database]",Sin título - Pato comiendo,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Pato-comiendo-1052-00.jpg,,,,,,,,,,,,,,,
1950,AR-MA-Bruzzone-Aja-Espil-Manuel-La-Fornarina-o-Maja-Hacker-1950-00.jpg,"Aja Espil, Manuel",La Fornarina o Maja Hacker (de Fata Morgana),,Oleo sobre tela,"Una mujer recostada de costado, desnuda con medias, fumando, con una notebook a los pies. Hojas y un cortinado de fondo",87 cm x 129 cm,2019 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1950",-34599,-58380,"[imageOf 1950, RAC Database]",La Fornarina o Maja Hacker (de Fata Morgana),digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aja-Espil-Manuel-La-Fornarina-o-Maja-Hacker-1950-00.jpg,,,,,,,,,,,,,,,
708,AR-MA-Bruzzone-Al-Mundy-Fabi-Colaless-0708-00.jpg,Al Mundy,Sin título Colaless,,Fotografía sobre papel,Mujer de espalda con pelo largo y colaless,10 cm x 4 cm,1999 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 708",-34599,-58380,"[imageOf 708, RAC Database]",Sin título Colaless,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Al-Mundy-Fabi-Colaless-0708-00.jpg,,,,,,,,,,,,,,,
713,AR-MA-Bruzzone-Al-Mundy-Fabi-Fitito-0713-00.jpg,Al Mundy,Sin título Fitito,,Fotografía sobre papel,Fitito y personas caminando,8 cm x 3.5 cm,2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 713",-34599,-58380,"[imageOf 713, RAC Database]",Sin título Fitito,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Al-Mundy-Fabi-Fitito-0713-00.jpg,,,,,,,,,,,,,,,
710,AR-MA-Bruzzone-Al-Mundy-Fabi-Osito-rojo-0710-00.jpg,Al Mundy,Sin título Osito rojo,,Fotografía sobre papel,"Mujer sentada, desnuda, con un osito rojo y un guante",4.5 cm x 4.5 cm,1998 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 710",-34599,-58380,"[imageOf 710, RAC Database]",Sin título Osito rojo,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Al-Mundy-Fabi-Osito-rojo-0710-00.jpg,,,,,,,,,,,,,,,
711,AR-MA-Bruzzone-Al-Mundy-Fabi-Rompiendo-la-pinata-0711-00.jpg,Al Mundy,Sin título Rompiendo la piñata,,Fotografía sobre papel,Niños recibiendo papel picado y regalos de una piñata que acaba de explotar,8 cm x 4 cm,2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 711",-34599,-58380,"[imageOf 711, RAC Database]",Sin título Rompiendo la piñata,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Al-Mundy-Fabi-Rompiendo-la-pinata-0711-00.jpg,,,,,,,,,,,,,,,
712,AR-MA-Bruzzone-Al-Mundy-Fabi-Singer-0712-00.jpg,Al Mundy,Sin título Singer,,Fotografía sobre papel,Mujer desnuda de perfil con una caja de Singer de fondo,9 cm x 4 cm,1999 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 712",-34599,-58380,"[imageOf 712, RAC Database]",Sin título Singer,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Al-Mundy-Fabi-Singer-0712-00.jpg,,,,,,,,,,,,,,,
709,AR-MA-Bruzzone-Al-Mundy-Fabi-Topless-0709-00.jpg,Al Mundy,Sin título Topless,,Fotografía sobre papel,"Mujer de frente con pelo largo, en topless, con pollera animal print",4 cm x 3 cm,1999 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 709",-34599,-58380,"[imageOf 709, RAC Database]",Sin título Topless,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Al-Mundy-Fabi-Topless-0709-00.jpg,,,,,,,,,,,,,,,
597,AR-MA-Bruzzone-Alberione-Oriunda-de-Parana-0597-00.jpg,"Alberione, Constanza",Oriunda de Paraná,,Pintura sobre tablero,"Mujer con cabeza de ananá, sentada sobre una silla con una copa en la mano. Fondo decorado en plateado",120 cm x 60 cm,2011 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 597",-34599,-58380,"[imageOf 597, RAC Database]",Oriunda de Paraná,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alberione-Oriunda-de-Parana-0597-00.jpg,,,,,,,,,,,,,,,
936,AR-MA-Bruzzone-Alberto-Italia-Sardegna-0936-00.jpg,Alberto (Italia),Sardegna,,Pintura sobre madera,"Paisaje con montañas, árboles y mar",8 cm x 68 cm x 2.5 cm,2005 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 936",-34599,-58380,"[imageOf 936, RAC Database]",Sardegna,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alberto-Italia-Sardegna-0936-00.jpg,,,,,,,,,,,,,,,
1977,AR-MA-Bruzzone-Alli-Ernesto-Cutu-Cuchillo-1977-00.jpg,"Alli, Ernesto",Cutu-Cuchillo,,Escultura. Ensamblado de chapa de zinc y madera; masilla epoxi; barniz; terciado; pintura plateada; esmalte sintético; poxipol 10',Un cuchillo tipo “Tramontina”,206 cm x 18 cm x 9.5 cm,2020 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1977",-34599,-58380,"[imageOf 1977, RAC Database]",Cutu-Cuchillo,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alli-Ernesto-Cutu-Cuchillo-1977-00.jpg,,,,,,,,,,,,,,,
1976,AR-MA-Bruzzone-Alli-Ernesto-Tiempo-de-Carnaval-1976-00.jpg,"Alli, Ernesto",Tiempo de Carnaval,,Mixta sobre acero inoxidable. Chapa de acero inoxidable calada con láser; pintada con pintura dorada en aerosol y grabado con torno,Retrato del rey momo sobre escudo de armas,20 cm 20 cm),2020 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1976",-34599,-58380,"[imageOf 1976, RAC Database]",Tiempo de Carnaval,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alli-Ernesto-Tiempo-de-Carnaval-1976-00.jpg,,,,,,,,,,,,,,,
1062,AR-MA-Bruzzone-Alvarez-Escala-1062-00.jpg,"Alvarez, Juan Matías (Beto)",Escala,,Mixta,Escalera con hojas formando alas a sus costados,42 cm x 32 cm,2014 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1062",-34599,-58380,"[imageOf 1062, RAC Database]",Escala,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alvarez-Escala-1062-00.jpg,,,,,,,,,,,,,,,
1635,AR-MA-Bruzzone-Alvarez-Juan-Matias-Beto-Ascencion-517-1635-00.jpg,"Alvarez, Juan Matías (Beto)",Ascención 517,,"Mixta. Laca, metal pulido, sobre tablero",Geométrico en bronce y azul,56 cm x 39.5 cm,2016 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1635",-34599,-58380,"[imageOf 1635, RAC Database]",Ascención 517,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alvarez-Juan-Matias-Beto-Ascencion-517-1635-00.jpg,,,,,,,,,,,,,,,
