Work ID,File Name,Work Agent,Work Title,Work Type,Work Material,Work Description,Work Measurements,Work Date,Work Location,GPSLatitude,GPSLongitude,Image Relation,Image Title,Image Work Type,Work Location Creation,Work Cultural Context,Work Style Period,Work Location Site,Collection,Image Rights,Image Source,Image URL,Title,Creator,Subject,Description,Publisher,Contributor,Coverage,Date,Type,Format,Copyright Notice,Source,Language,Relation,Identifier
376,AR-MA-Bruzzone-Schoijett-Rosana-Cabeza-de-Nina-0376-00.jpg,"Schoijett, Rosana",Cabeza de Niña,,Collage. Lámina intervenida,Anverso: Rosas y sus hojas. Reverso: Imagen de La Dama del Abanico,24 cm x 28 cm,2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 376",-34599,-58380,"[imageOf 376, RAC Database]",Cabeza de Niña,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Cabeza-de-Nina-0376-00.jpg,,,,,,,,,,,,,,,
377,AR-MA-Bruzzone-Schoijett-Rosana-Rey-0377-00.jpg,"Schoijett, Rosana",Rey,,Collage. Lámina intervenida,Anverso: Rosas y hojas. Reverso: Imágenes de: Felipe IV–El Almirante Pulido Pareja–Retrato de Hombre,24 cm x 28 cm,2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 377",-34599,-58380,"[imageOf 377, RAC Database]",Rey,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Rey-0377-00.jpg,,,,,,,,,,,,,,,
162,AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-1-0162-00.jpg,"Schoijett, Rosana",Serie Estacionamientos #1,,Fotografía sobre papel,Peugeot 404 estacionado cerca de edificios,10 cm x 15 cm,1999-2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 162",-34599,-58380,"[imageOf 162, RAC Database]",Serie Estacionamientos #1,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-1-0162-00.jpg,,,,,,,,,,,,,,,
821,AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-10-0821-00.jpg,"Schoijett, Rosana",Serie Estacionamientos #10,,Fotografía sobre papel,"Piso en damero negro y blanco, ventanal con el sol entrando de fondo",10 cm x 15 cm,1999-2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 821",-34599,-58380,"[imageOf 821, RAC Database]",Serie Estacionamientos #10,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-10-0821-00.jpg,,,,,,,,,,,,,,,
820,AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-11-0820-00.jpg,"Schoijett, Rosana",Serie Estacionamientos #11,,Fotografía sobre papel,"Plafón, flores, exit - salida",10 cm x 15 cm,1999-2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 820",-34599,-58380,"[imageOf 820, RAC Database]",Serie Estacionamientos #11,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-11-0820-00.jpg,,,,,,,,,,,,,,,
819,AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-12-0819-00.jpg,"Schoijett, Rosana",Serie Estacionamientos #12,,Fotografía sobre papel,Televisor con póster de bosque de fondo,10 cm x 15 cm,1999-2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 819",-34599,-58380,"[imageOf 819, RAC Database]",Serie Estacionamientos #12,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-12-0819-00.jpg,,,,,,,,,,,,,,,
818,AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-13-0818-00.jpg,"Schoijett, Rosana",Serie Estacionamientos #13,,Fotografía sobre papel,Cerámicos rojos con rombos,10 cm x 15 cm,1999-2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 818",-34599,-58380,"[imageOf 818, RAC Database]",Serie Estacionamientos #13,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-13-0818-00.jpg,,,,,,,,,,,,,,,
817,AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-14-0817-00.jpg,"Schoijett, Rosana",Serie Estacionamientos #14,,Fotografía sobre papel,Barrera de entrada a un garaje,10 cm x 15 cm,1999-2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 817",-34599,-58380,"[imageOf 817, RAC Database]",Serie Estacionamientos #14,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-14-0817-00.jpg,,,,,,,,,,,,,,,
816,AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-15-0816-00.jpg,"Schoijett, Rosana",Serie Estacionamientos #15,,Fotografía sobre papel,Salida de emergencia de un garaje,10 cm x 15 cm,1999-2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 816",-34599,-58380,"[imageOf 816, RAC Database]",Serie Estacionamientos #15,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-15-0816-00.jpg,,,,,,,,,,,,,,,
815,AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-16-0815-00.jpg,"Schoijett, Rosana",Serie Estacionamientos #16,,Fotografía sobre papel,Paredes de un garaje con foto de mujer,10 cm x 15 cm,1999-2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 815",-34599,-58380,"[imageOf 815, RAC Database]",Serie Estacionamientos #16,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-16-0815-00.jpg,,,,,,,,,,,,,,,
814,AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-17-0814-00.jpg,"Schoijett, Rosana",Serie Estacionamientos #17,,Fotografía sobre papel,Cartel luminoso “Sueños”,10 cm x 15 cm,1999-2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 814",-34599,-58380,"[imageOf 814, RAC Database]",Serie Estacionamientos #17,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-17-0814-00.jpg,,,,,,,,,,,,,,,
829,AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-2-0829-00.jpg,"Schoijett, Rosana",Serie Estacionamientos #2,,Fotografía sobre papel,Plafón de vidrio y bronce colgado de un techo de madera pintado de rosa,10 cm x 15 cm,1999-2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 829",-34599,-58380,"[imageOf 829, RAC Database]",Serie Estacionamientos #2,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-2-0829-00.jpg,,,,,,,,,,,,,,,
828,AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-3-0828-00.jpg,"Schoijett, Rosana",Serie Estacionamientos #3,,Fotografía sobre papel,Piso abaldosado,10 cm x 15 cm,1999-2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 828",-34599,-58380,"[imageOf 828, RAC Database]",Serie Estacionamientos #3,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-3-0828-00.jpg,,,,,,,,,,,,,,,
827,AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-4-0827-00.jpg,"Schoijett, Rosana",Serie Estacionamientos #4,,Fotografía sobre papel,Azulejos y cortina de baño,10 cm x 15 cm,1999-2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 827",-34599,-58380,"[imageOf 827, RAC Database]",Serie Estacionamientos #4,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-4-0827-00.jpg,,,,,,,,,,,,,,,
826,AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-5-0826-00.jpg,"Schoijett, Rosana",Serie Estacionamientos #5,,Fotografía sobre papel,Sillón y sofás,10 cm x 15 cm,1999-2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 826",-34599,-58380,"[imageOf 826, RAC Database]",Serie Estacionamientos #5,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-5-0826-00.jpg,,,,,,,,,,,,,,,
825,AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-6-0825-00.jpg,"Schoijett, Rosana",Serie Estacionamientos #6,,Fotografía sobre papel,Cama matrimonial con luz sobre la cabecera,10 cm x 15 cm,1999-2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 825",-34599,-58380,"[imageOf 825, RAC Database]",Serie Estacionamientos #6,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-6-0825-00.jpg,,,,,,,,,,,,,,,
824,AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-7-0824-00.jpg,"Schoijett, Rosana",Serie Estacionamientos #7,,Fotografía sobre papel,Inodoro con tapa abierta,10 cm x 15 cm,1999-2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 824",-34599,-58380,"[imageOf 824, RAC Database]",Serie Estacionamientos #7,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-7-0824-00.jpg,,,,,,,,,,,,,,,
823,AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-8-0823-00.jpg,"Schoijett, Rosana",Serie Estacionamientos #8,,Fotografía sobre papel,Silla con cortina roja de fondo,10 cm x 15 cm,1999-2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 823",-34599,-58380,"[imageOf 823, RAC Database]",Serie Estacionamientos #8,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-8-0823-00.jpg,,,,,,,,,,,,,,,
822,AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-9-0822-00.jpg,"Schoijett, Rosana",Serie Estacionamientos #9,,Fotografía sobre papel,Pileta en una terraza,10 cm x 15 cm,1999-2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 822",-34599,-58380,"[imageOf 822, RAC Database]",Serie Estacionamientos #9,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schoijett-Rosana-Serie-Estacionamientos-9-0822-00.jpg,,,,,,,,,,,,,,,
413,AR-MA-Bruzzone-Schvartz-Marcia-Cactus-0413-00.jpg,"Schvartz, Marcia",Sin título. Cactus,,Grabado sobre papel,Paisaje con plantas de cactus y luna de fondo,20 cm x 29.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 413",-34599,-58380,"[imageOf 413, RAC Database]",Sin título. Cactus,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schvartz-Marcia-Cactus-0413-00.jpg,,,,,,,,,,,,,,,
192,AR-MA-Bruzzone-Schvartz-Marcia-Morocho-0192-00.jpg,"Schvartz, Marcia",Morocho,,Oleo sobre tela,"Hombre de espaldas, con una toalla, afeitándose frente a un espejo",115 cm x 130 cm,1990 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 192",-34599,-58380,"[imageOf 192, RAC Database]",Morocho,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Schvartz-Marcia-Morocho-0192-00.jpg,,,,,,,,,,,,,,,
479,AR-MA-Bruzzone-Segal-Analia-Punta-0479-00.jpg,"Segal, Analía ",Punta,,Objeto,"Objeto de metal claro con forma de punta curva, con un agujero",8 cm x 4 cm x 3 cm,1994 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 479",-34599,-58380,"[imageOf 479, RAC Database]",Punta,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Segal-Analia-Punta-0479-00.jpg,,,,,,,,,,,,,,,
1713,AR-MA-Bruzzone-Segunda-Epoca-Acta-Fundacional-1713-00.jpg,Segunda Epoca,Acta Fundacional,,Mixta sobre papel. Acuarela y brillantina,"Acta fundacional de la revista Segunda Etapa, relatando la vivencia de dicho día",25.5 cm x 16 cm,2018 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1713",-34599,-58380,"[imageOf 1713, RAC Database]",Acta Fundacional,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Segunda-Epoca-Acta-Fundacional-1713-00.jpg,,,,,,,,,,,,,,,
1736,AR-MA-Bruzzone-Segunda-Epoca-Dibujo-de-Tapa-1736-00.jpg,Segunda Epoca,Dibujo de Tapa,,Dibujo sobre papel. Tinta de fibras,Una maquinaria que termina depositando un líquido en un recipiente,21 cm x 28 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1736",-34599,-58380,"[imageOf 1736, RAC Database]",Dibujo de Tapa,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Segunda-Epoca-Dibujo-de-Tapa-1736-00.jpg,,,,,,,,,,,,,,,
1983,AR-MA-Bruzzone-Segura-Cristian-Witold-Gombrowicz-1983-00.jpg,"Segura, Cristian",Witold Gombrowicz,,Textil. Impreso sobre tela. Remera,Leyenda de Witold Gombrowicz impresa en una remera,73 cm x 83 cm,2019 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1983",-34599,-58380,"[imageOf 1983, RAC Database]",Witold Gombrowicz,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Segura-Cristian-Witold-Gombrowicz-1983-00.jpg,,,,,,,,,,,,,,,
160,AR-MA-Bruzzone-Sicoli-Silvina-Chanel-0160-00.jpg,"Silvina, Sícoli",Chanel,,Acuarela sobre papel,Mujer con vestido de Chanel,21 cm x 29 cm,2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 160",-34599,-58380,"[imageOf 160, RAC Database]",Chanel,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Sicoli-Silvina-Chanel-0160-00.jpg,,,,,,,,,,,,,,,
480,AR-MA-Bruzzone-Sicoli-Silvina-Telas-y-palos-0480-00.jpg,"Sícoli, Silvina",Sin título. Telas y palos,,Objeto,telas de colores y palos enredados,64 cm x 45 cm x 19 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 480",-34599,-58380,"[imageOf 480, RAC Database]",Sin título. Telas y palos,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Sicoli-Silvina-Telas-y-palos-0480-00.jpg,,,,,,,,,,,,,,,
1203,AR-MA-Bruzzone-Siguenza-Manuel-Condor-1203-00.jpg,"Siguenza, Manuel",Sin título - Cóndor,,Cerámica esmaltada,Cóndor sobre el pico de una montaña,56 cm x 37 cm x 37 cm,2015 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1203",-34599,-58380,"[imageOf 1203, RAC Database]",Sin título - Cóndor,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Siguenza-Manuel-Condor-1203-00.jpg,,,,,,,,,,,,,,,
963,AR-MA-Bruzzone-Sinclair-Marcela-Cortina-0963-00.jpg,"Sinclair, Marcela",Cortina,,Objeto intervenido. Técnica mixta,"Geométrico. Una cortina de enrollar, pintada con brillo y blanco",142 cm x 185 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 963",-34599,-58380,"[imageOf 963, RAC Database]",Cortina,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Sinclair-Marcela-Cortina-0963-00.jpg,,,,,,,,,,,,,,,
1692,AR-MA-Bruzzone-Sinclair-Marcela-Cortina-II-1692-00.jpg,"Sinclair, Marcela",Cortina II,,"Mixta. Acuarela, grafito y barniz sobre papel | lápiz de grafito [300022443]",Una cortina con un haz de luz,27 cm x 21.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1692",-34599,-58380,"[imageOf 1692, RAC Database]",Cortina II,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Sinclair-Marcela-Cortina-II-1692-00.jpg,,,,,,,,,,,,,,,
545,AR-MA-Bruzzone-Sinclair-Marcela-Mitema-0-0545-00.jpg,"Sinclair, Marcela",Mitema 0 (Le Double Monde),,Acrílico y grafito sobre papel | lápiz de grafito [300022443],Interior con escalera negra,45 cm x 35 cm,2011 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 545",-34599,-58380,"[imageOf 545, RAC Database]",Mitema 0 (Le Double Monde),digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Sinclair-Marcela-Mitema-0-0545-00.jpg,,,,,,,,,,,,,,,
544,AR-MA-Bruzzone-Sinclair-Marcela-Mitema-3-0544-00.jpg,"Sinclair, Marcela",Mitema 3,,Acrílico y grafito sobre papel | lápiz de grafito [300022443],Interior con escalera blanca,45 cm x 35 cm,2011 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 544",-34599,-58380,"[imageOf 544, RAC Database]",Mitema 3,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Sinclair-Marcela-Mitema-3-0544-00.jpg,,,,,,,,,,,,,,,
1909,AR-MA-Bruzzone-Sinclair-Marcela-Piedra-con-dorado-1909-00.jpg,"Sinclair, Marcela",Piedra con dorado,,Escultura. Pieza porosa. Detalle dorado,Una piedra con agujeros con una banda dorada en su línea media,approximately 10.5 cm x 5 cm x 3 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1909",-34599,-58380,"[imageOf 1909, RAC Database]",Piedra con dorado,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Sinclair-Marcela-Piedra-con-dorado-1909-00.jpg,,,,,,,,,,,,,,,
590,AR-MA-Bruzzone-Sinclair-Marcela-Time-Management-0590-00.jpg,"Sinclair, Marcela",Time Management,,Impreso sobre papel,Volante impreso sobre una empresa que ayuda a administrar mejor el tiempo,21 cm x 30 cm (each),ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 590",-34599,-58380,"[imageOf 590, RAC Database]",Time Management,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Sinclair-Marcela-Time-Management-0590-00.jpg,,,,,,,,,,,,,,,
364,AR-MA-Bruzzone-Siquier-Pablo-0505-0364-00.jpg,"Siquier, Pablo ",505,,Serigrafía sobre papel,"Abstracto, geométrico",113 cm x 140 cm,2005 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 364",-34599,-58380,"[imageOf 364, RAC Database]",505,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Siquier-Pablo-0505-0364-00.jpg,,,,,,,,,,,,,,,
789,AR-MA-Bruzzone-Siquier-Pablo-Dados-0789-00.jpg,"Siquier, Pablo ",Dados,,Pintura sobre telgopor,"Dados negros con 20 puntos por cara, pintados de diferentes maneras",6 cm x 6 cm x 6 cm (each),1989 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 789",-34599,-58380,"[imageOf 789, RAC Database]",Dados,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Siquier-Pablo-Dados-0789-00.jpg,,,,,,,,,,,,,,,
773,AR-MA-Bruzzone-Siquier-Pablo-Fideos-0773-00.jpg,"Siquier, Pablo ",Sin título. Fideos,,Acrílico sobre tela,Abstracción de fideos con detalles rojos y recuadro,148 cm x 148 cm,1989 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 773",-34599,-58380,"[imageOf 773, RAC Database]",Sin título. Fideos,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Siquier-Pablo-Fideos-0773-00.jpg,,,,,,,,,,,,,,,
1392,AR-MA-Bruzzone-Siquier-Pablo-ST-Abstracto-1392-00.jpg,"Siquier, Pablo ",Sin título - Abstracto,,Oleo sobre tela,Abstracto,60 cm x 80 cm,ca. 1986 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1392",-34599,-58380,"[imageOf 1392, RAC Database]",Sin título - Abstracto,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Siquier-Pablo-ST-Abstracto-1392-00.jpg,,,,,,,,,,,,,,,
758,AR-MA-Bruzzone-Sitjar-Chapas-Fantasma-0758-00.jpg,"Sitjar, Eduardo ",Chapas – Fantasma,,Mixta. Chapa y estaño,Imagen de un fantasma con un cartel que dice: “GOOGrrl”,18 cm x 15 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 758",-34599,-58380,"[imageOf 758, RAC Database]",Chapas – Fantasma,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Sitjar-Chapas-Fantasma-0758-00.jpg,,,,,,,,,,,,,,,
